,source,estimate,norm,pvals,log10_pval
0,KEGG_ABC_TRANSPORTERS,-0.5315839052200317,-1.3213815689086914,0.18637416842716126,0.7296142812897249
1,KEGG_ACUTE_MYELOID_LEUKEMIA,-0.6845075488090515,-3.2237443923950195,0.0012652628202980164,2.897819253500323
2,KEGG_ADHERENS_JUNCTION,-0.6923214197158813,-3.0845627784729004,0.0020385158319598906,2.6906859112875576
3,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,-0.7814884781837463,-2.5290281772613525,0.011437884420794093,1.9416542962895176
4,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,-0.7608864307403564,-1.9697096347808838,0.048871658134091396,1.3109429258322784
5,KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,-0.7322486042976379,-2.257408618927002,0.023982553656078206,1.6201045752114709
6,KEGG_ALLOGRAFT_REJECTION,0.8993182182312012,1.2868402004241943,0.1981499918828521,0.7030059411205188
7,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,-0.6744425296783447,-1.541783332824707,0.12312625359319719,0.9096493347616491
8,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,-0.56493079662323,-1.5106513500213623,0.13087730358081637,0.8831356611974736
9,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.5804972648620605,1.6990025043487549,0.08931871175089215,1.0490575494106482
10,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,-0.7561087012290955,-2.157550096511841,0.03096282819782493,1.5091593769745708
11,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,-0.8249015212059021,-2.718715190887451,0.00655360109461248,2.1835199968384407
12,KEGG_APOPTOSIS,-0.6930171251296997,-3.126356840133667,0.0017698665217546524,2.752059485644564
13,KEGG_ARACHIDONIC_ACID_METABOLISM,0.6809043884277344,1.5160267353057861,0.12951259225422182,0.887688003932869
14,KEGG_ARGININE_AND_PROLINE_METABOLISM,-0.35063549876213074,-1.1908652782440186,0.2337064772962376,0.6313292507441417
15,KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,-0.6396282315254211,-2.0977532863616943,0.03592694501843301,1.4445797106563198
16,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,-0.5246016979217529,-1.0441389083862305,0.29642112671411514,0.5280908462784641
17,KEGG_ASTHMA,0.7116948366165161,1.3571208715438843,0.174742807711318,0.7576006904639287
18,KEGG_AUTOIMMUNE_THYROID_DISEASE,0.8993125557899475,1.2868382930755615,0.19815065682525868,0.7030044837380043
19,KEGG_BASAL_CELL_CARCINOMA,-0.8401826620101929,-1.5984876155853271,0.10993449941780765,0.9588659967886629
20,KEGG_BASAL_TRANSCRIPTION_FACTORS,-0.6658543348312378,-1.8667739629745483,0.06193315995624308,1.2080767608341436
21,KEGG_BASE_EXCISION_REPAIR,0.3480318486690521,1.353002667427063,0.1760547782212012,0.7543521834484387
22,KEGG_BETA_ALANINE_METABOLISM,-0.4977370500564575,-1.4280749559402466,0.15327028506665205,0.8145420348551444
23,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,-0.5776082873344421,-1.9026780128479004,0.05708257264872262,1.2434964619420037
24,KEGG_BLADDER_CANCER,-0.6143639087677002,-2.2285542488098145,0.025843578032080265,1.5876473586330748
25,KEGG_BUTANOATE_METABOLISM,-0.6355015635490417,-2.053670644760132,0.04000757958436201,1.3978577221764208
26,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,-0.7456917762756348,-3.696281671524048,0.00021878023484067522,3.659991915827467
27,KEGG_CARDIAC_MUSCLE_CONTRACTION,0.8639729619026184,3.7021844387054443,0.00021375113506134368,3.670091570402974
28,KEGG_CHRONIC_MYELOID_LEUKEMIA,-0.7467127442359924,-3.6922459602355957,0.00022228233384569506,3.6530950520027914
29,KEGG_CIRCADIAN_RHYTHM_MAMMAL,-0.4484661817550659,-1.151294469833374,0.2496111114904611,0.6027360858502555
30,KEGG_CITRATE_CYCLE_TCA_CYCLE,0.3935193419456482,1.6169863939285278,0.10588121791724686,0.9751810717936433
31,KEGG_COLORECTAL_CANCER,-0.7898690700531006,-3.649657726287842,0.00026258996468441436,3.5807218752208785
32,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,-0.9586340188980103,-1.3458929061889648,0.17833705692191326,0.7487584047521318
33,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,-0.5098347067832947,-1.5000535249710083,0.1336005382431885,0.8741917921929896
34,KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,-0.6303903460502625,-1.5900079011917114,0.11183302405504042,0.9514299312701662
35,KEGG_DILATED_CARDIOMYOPATHY,-0.4235091209411621,-1.3113553524017334,0.18973773559480978,0.7218462867665474
36,KEGG_DNA_REPLICATION,0.3656724989414215,1.1417378187179565,0.2535630158281902,0.5959140914569622
37,KEGG_DORSO_VENTRAL_AXIS_FORMATION,-0.8110114336013794,-2.2954907417297363,0.021705016387135442,1.6634398819358636
38,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.8417227864265442,1.784392237663269,0.07435995151700107,1.1286609020618625
39,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.3360302746295929,0.9401621222496033,0.3471344076074049,0.4595023373702537
40,KEGG_ECM_RECEPTOR_INTERACTION,-0.46345558762550354,-1.3743630647659302,0.16932899673050172,0.7712686647987159
41,KEGG_ENDOMETRIAL_CANCER,-0.7834469676017761,-3.1718668937683105,0.0015146241107383055,2.8196951340839287
42,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,-0.60115647315979,-2.38779354095459,0.016949860739311835,1.7708338656259062
43,KEGG_ERBB_SIGNALING_PATHWAY,-0.7869548201560974,-4.370549201965332,1.2393442349012135e-05,4.906808049108997
